player_id,touches
43570,1
43610,1
43740,1
43741,3
43810,4
43845,1
43858,2
43897,1
43910,1
43914,12
43960,1
44049,1
44054,1
44059,3
44113,1
44118,1
44160,17
44197,12
44227,2
44307,1
44317,4
44320,6
44411,1
44470,5
44518,3
44525,8
44574,9
44639,1
44646,1
44769,2
44777,1
44800,1
44802,1
44811,1
44812,3
44831,1
44853,2
44879,1
44905,1
44909,1
44920,7
44946,3
45131,2
45152,1
45159,14
45206,1
45250,1
45272,8
45385,1
45391,3
45398,3
45450,4
45598,3
45609,12
45669,20
45750,1
45780,9
45877,1
45913,7
45921,1
45923,1
45969,4
45990,3
46081,2
46115,2
46121,2
46203,1
46207,2
46213,3
46279,12
46287,1
46304,2
46337,2
46357,1
46362,1
46387,1
46388,1
46391,5
46408,1
46490,1
46640,1
46664,1
46722,1
46826,11
46884,1
46912,1
46923,2
46947,1
46976,1
46977,5
47022,2
47032,8
47095,2
47179,11
47187,1
47252,1
47266,10
47309,3
47335,7
47418,1
47464,1
47477,3
47508,1
47550,1
47556,1
47565,2
47584,1
47599,1
47616,1
47619,1
47636,10
47656,1
47740,2
47788,2
47800,2
47801,1
47872,3
47884,4
47885,2
47894,3
47898,4
47916,10
47943,1
48003,5
48117,5
48180,1
48296,1
48345,9
48347,1
48357,1
48373,2
48452,2
48457,5
48461,4
48464,4
48470,7
48475,2
48695,2
48807,1
48830,1
48842,1
48875,4
48885,1
48960,1
48967,1
48984,1
49011,3
49097,3
49281,3
49285,1
49290,6
49310,2
49354,1
49424,1
49433,1
49464,1
49517,7
49520,6
49523,8
49534,1
49598,1
49690,1
49737,11
49833,13
49838,1
49914,1
49917,1
49950,3
49961,6
50005,3
50020,2
50028,2
50098,2
50306,2
50373,1
50386,1
50422,1
50423,1
50438,2
50439,2
50464,10
50580,18
50595,11
50602,2
50677,1
50760,3
50826,15
50828,15
50829,1
50841,2
51114,19
51182,1
51189,173
51565,320
51739,22
52042,1
52585,115
52740,12
52751,2
52805,6
52837,10
